"referencia";"cboocupacao2002";"cnae20subclasse";"nome_cbo_ocupacao";"nome_cbo_grandegrupo";"nome_cnae_subclasse";"setor_ibge";"vinculos";"eixo"
"2021";"374405";"9491000";"Editor de mídia audiovisual";"3 - TÉCNICOS DE NIVEL MÉDIO";"Atividades de organizações religiosas";"4 - Serviços";"10";"Geral"
"2021";"374405";"9492800";"Editor de mídia audiovisual";"3 - TÉCNICOS DE NIVEL MÉDIO";"Atividades de organizações políticas";"4 - Serviços";"2";"Geral"
"2021";"374415";"5811500";"Finalizador de vídeo";"3 - TÉCNICOS DE NIVEL MÉDIO";"Edição de livros";"1 - Indústria";"2";"Geral"
"2021";"374415";"5911199";"Finalizador de vídeo";"3 - TÉCNICOS DE NIVEL MÉDIO";"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente";"1 - Indústria";"1";"Geral"
"2021";"374415";"6021700";"Finalizador de vídeo";"3 - TÉCNICOS DE NIVEL MÉDIO";"Atividades de televisão aberta";"4 - Serviços";"6";"Geral"
"2021";"374415";"6201500";"Finalizador de vídeo";"3 - TÉCNICOS DE NIVEL MÉDIO";"Desenvolvimento de programas de computador sob encomenda";"4 - Serviços";"2";"Geral"
"2021";"374415";"8219999";"Finalizador de vídeo";"3 - TÉCNICOS DE NIVEL MÉDIO";"Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente";"4 - Serviços";"1";"Geral"
"2021";"374415";"8531700";"Finalizador de vídeo";"3 - TÉCNICOS DE NIVEL MÉDIO";"Educação superior - graduação";"4 - Serviços";"1";"Geral"
"2021";"374415";"8599603";"Finalizador de vídeo";"3 - TÉCNICOS DE NIVEL MÉDIO";"Treinamento em informática";"4 - Serviços";"2";"Geral"
"2021";"374415";"9491000";"Finalizador de vídeo";"3 - TÉCNICOS DE NIVEL MÉDIO";"Atividades de organizações religiosas";"4 - Serviços";"2";"Geral"
"2021";"375105";"1811302";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Impressão de livros, revistas e outras publicações periódicas";"1 - Indústria";"1";"Geral"
"2021";"375105";"4329101";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Instalação de painéis publicitários";"2 - Construção Civil";"1";"Geral"
"2021";"375105";"4713001";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Lojas de departamentos ou magazines";"4 - Serviços";"1";"Geral"
"2021";"375105";"4742300";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de material elétrico";"3 - Comércio";"1";"Geral"
"2021";"375105";"4744005";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de materiais de construção não especificados anteriormente";"3 - Comércio";"10";"Geral"
"2021";"375105";"4744099";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de materiais de construção em geral";"3 - Comércio";"11";"Geral"
"2021";"375105";"4753900";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo";"3 - Comércio";"1";"Geral"
"2021";"375105";"4754701";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de móveis";"3 - Comércio";"6";"Geral"
"2021";"375105";"4759899";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de outros artigos de uso doméstico não especificados anteriormente";"3 - Comércio";"1";"Geral"
"2021";"375105";"4781400";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de artigos do vestuário e acessórios";"3 - Comércio";"1";"Geral"
"2021";"375105";"4789002";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de plantas e flores naturais";"3 - Comércio";"1";"Geral"
"2021";"375105";"5510801";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Hotéis";"4 - Serviços";"1";"Geral"
"2021";"375105";"6010100";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Atividades de rádio";"4 - Serviços";"4";"Geral"
"2021";"375105";"6201500";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Desenvolvimento de programas de computador sob encomenda";"4 - Serviços";"1";"Geral"
"2021";"375105";"6204000";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Consultoria em tecnologia da informação";"4 - Serviços";"2";"Geral"
"2021";"375105";"6391700";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Agências de notícias";"4 - Serviços";"1";"Geral"
"2021";"375105";"7020400";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica";"4 - Serviços";"1";"Geral"
"2021";"375105";"8211300";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Serviços combinados de escritório e apoio administrativo";"4 - Serviços";"1";"Geral"
"2021";"375105";"8219999";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente";"4 - Serviços";"1";"Geral"
"2021";"375105";"8610102";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências";"4 - Serviços";"2";"Geral"
"2021";"375105";"9412000";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Atividades de organizações associativas profissionais";"4 - Serviços";"1";"Geral"
"2021";"375105";"9499500";"Designer de interiores";"3 - TÉCNICOS DE NIVEL MÉDIO";"Atividades associativas não especificadas anteriormente";"4 - Serviços";"1";"Geral"
"2021";"375110";"4759899";"Designer de vitrines";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de outros artigos de uso doméstico não especificados anteriormente";"3 - Comércio";"1";"Geral"
"2021";"375110";"4761001";"Designer de vitrines";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de livros";"3 - Comércio";"1";"Geral"
"2021";"375110";"4763602";"Designer de vitrines";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de artigos esportivos";"3 - Comércio";"6";"Geral"
"2021";"375110";"4781400";"Designer de vitrines";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de artigos do vestuário e acessórios";"3 - Comércio";"8";"Geral"
"2021";"375110";"4789002";"Designer de vitrines";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de plantas e flores naturais";"3 - Comércio";"2";"Geral"
"2021";"375110";"7020400";"Designer de vitrines";"3 - TÉCNICOS DE NIVEL MÉDIO";"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica";"4 - Serviços";"2";"Geral"
"2021";"375110";"7311400";"Designer de vitrines";"3 - TÉCNICOS DE NIVEL MÉDIO";"Agências de publicidade";"4 - Serviços";"3";"Geral"
"2021";"375110";"8230001";"Designer de vitrines";"3 - TÉCNICOS DE NIVEL MÉDIO";"Serviços de organização de feiras, congressos, exposições e festas";"4 - Serviços";"1";"Geral"
"2021";"375110";"8599699";"Designer de vitrines";"3 - TÉCNICOS DE NIVEL MÉDIO";"Outras atividades de ensino não especificadas anteriormente";"4 - Serviços";"1";"Geral"
"2021";"375115";"1095300";"Visual merchandiser";"3 - TÉCNICOS DE NIVEL MÉDIO";"Fabricação de especiarias, molhos, temperos e condimentos";"1 - Indústria";"1";"Geral"
"2021";"375115";"4639701";"Visual merchandiser";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio atacadista de produtos alimentícios em geral";"3 - Comércio";"1";"Geral"
"2021";"375115";"4686902";"Visual merchandiser";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio atacadista de embalagens";"3 - Comércio";"1";"Geral"
"2021";"375115";"4691500";"Visual merchandiser";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios";"3 - Comércio";"2";"Geral"
"2021";"375115";"4693100";"Visual merchandiser";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários";"3 - Comércio";"1";"Geral"
"2021";"375115";"4711301";"Visual merchandiser";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados";"3 - Comércio";"2";"Geral"
"2021";"375115";"4712100";"Visual merchandiser";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns";"3 - Comércio";"2";"Geral"
"2021";"375115";"4713001";"Visual merchandiser";"3 - TÉCNICOS DE NIVEL MÉDIO";"Lojas de departamentos ou magazines";"4 - Serviços";"2";"Geral"
"2021";"375115";"4744099";"Visual merchandiser";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de materiais de construção em geral";"3 - Comércio";"15";"Geral"
"2021";"375115";"4754701";"Visual merchandiser";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de móveis";"3 - Comércio";"3";"Geral"
"2021";"375115";"4771701";"Visual merchandiser";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas";"3 - Comércio";"1";"Geral"
"2021";"375115";"4781400";"Visual merchandiser";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de artigos do vestuário e acessórios";"3 - Comércio";"22";"Geral"
"2021";"375115";"4789005";"Visual merchandiser";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de produtos saneantes domissanitários";"3 - Comércio";"1";"Geral"
"2021";"375115";"7311400";"Visual merchandiser";"3 - TÉCNICOS DE NIVEL MÉDIO";"Agências de publicidade";"4 - Serviços";"6";"Geral"
"2021";"375115";"7319003";"Visual merchandiser";"3 - TÉCNICOS DE NIVEL MÉDIO";"Marketing direto";"4 - Serviços";"1";"Geral"
"2021";"375115";"7820500";"Visual merchandiser";"3 - TÉCNICOS DE NIVEL MÉDIO";"Locação de mão-de-obra temporária";"4 - Serviços";"1";"Geral"
"2021";"375120";"4692300";"Decorador de eventos";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários";"3 - Comércio";"2";"Geral"
"2021";"375120";"4713002";"Decorador de eventos";"3 - TÉCNICOS DE NIVEL MÉDIO";"Lojas de variedades, exceto lojas de departamentos ou magazines";"3 - Comércio";"2";"Geral"
"2021";"375120";"4744005";"Decorador de eventos";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de materiais de construção não especificados anteriormente";"3 - Comércio";"2";"Geral"
"2021";"375120";"4754701";"Decorador de eventos";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de móveis";"3 - Comércio";"2";"Geral"
"2021";"375120";"4759899";"Decorador de eventos";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de outros artigos de uso doméstico não especificados anteriormente";"3 - Comércio";"1";"Geral"
"2021";"375120";"4789001";"Decorador de eventos";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de suvenires, bijuterias e artesanatos";"3 - Comércio";"1";"Geral"
"2021";"375120";"4789099";"Decorador de eventos";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de outros produtos não especificados anteriormente";"3 - Comércio";"2";"Geral"
"2021";"375120";"5620102";"Decorador de eventos";"3 - TÉCNICOS DE NIVEL MÉDIO";"Serviços de alimentação para eventos e recepções - bufê";"1 - Indústria";"1";"Geral"
"2021";"375120";"7990200";"Decorador de eventos";"3 - TÉCNICOS DE NIVEL MÉDIO";"Serviços de reservas e outros serviços de turismo não especificados anteriormente";"4 - Serviços";"3";"Geral"
"2021";"375120";"8230001";"Decorador de eventos";"3 - TÉCNICOS DE NIVEL MÉDIO";"Serviços de organização de feiras, congressos, exposições e festas";"4 - Serviços";"4";"Geral"
"2021";"375120";"8230002";"Decorador de eventos";"3 - TÉCNICOS DE NIVEL MÉDIO";"Casas de festas e eventos";"4 - Serviços";"1";"Geral"
"2021";"375120";"8599699";"Decorador de eventos";"3 - TÉCNICOS DE NIVEL MÉDIO";"Outras atividades de ensino não especificadas anteriormente";"4 - Serviços";"2";"Geral"
"2021";"375120";"9003500";"Decorador de eventos";"3 - TÉCNICOS DE NIVEL MÉDIO";"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas";"4 - Serviços";"1";"Geral"
"2021";"376225";"2349499";"Domador de animais (circense)";"3 - TÉCNICOS DE NIVEL MÉDIO";"Fabricação de produtos cerâmicos não-refratários não especificados anteriormente";"1 - Indústria";"1";"Geral"
"2021";"376305";"6021700";"Apresentador de eventos";"3 - TÉCNICOS DE NIVEL MÉDIO";"Atividades de televisão aberta";"4 - Serviços";"3";"Geral"
"2021";"376305";"8111700";"Apresentador de eventos";"3 - TÉCNICOS DE NIVEL MÉDIO";"Serviços combinados para apoio a edifícios, exceto condomínios prediais";"4 - Serviços";"1";"Geral"
"2021";"376305";"8112500";"Apresentador de eventos";"3 - TÉCNICOS DE NIVEL MÉDIO";"Condomínios prediais";"4 - Serviços";"1";"Geral"
"2021";"376320";"6021700";"Apresentador de programas de televisão";"3 - TÉCNICOS DE NIVEL MÉDIO";"Atividades de televisão aberta";"4 - Serviços";"3";"Geral"
"2021";"391115";"1069400";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Moagem e fabricação de produtos de origem vegetal não especificados anteriormente";"1 - Indústria";"2";"Geral"
"2021";"391115";"1081302";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Torrefação e moagem de café";"1 - Indústria";"2";"Geral"
"2021";"391115";"1094500";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Fabricação de massas alimentícias";"1 - Indústria";"2";"Geral"
"2021";"391115";"1113502";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Fabricação de cervejas e chopes";"1 - Indústria";"2";"Geral"
"2021";"391115";"1122401";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Fabricação de refrigerantes";"1 - Indústria";"14";"Geral"
"2021";"391115";"1811302";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Impressão de livros, revistas e outras publicações periódicas";"1 - Indústria";"2";"Geral"
"2021";"391115";"2311700";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Fabricação de vidro plano e de segurança";"1 - Indústria";"2";"Geral"
"2021";"391115";"2320600";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Fabricação de cimento";"1 - Indústria";"22";"Geral"
"2021";"391115";"2532201";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Produção de artefatos estampados de metal";"1 - Indústria";"10";"Geral"
"2021";"391115";"3512300";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Transmissão de energia elétrica";"1 - Indústria";"2";"Geral"
"2021";"391115";"4120400";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Construção de edifícios";"2 - Construção Civil";"12";"Geral"
"2021";"391115";"4211101";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Construção de rodovias e ferrovias";"2 - Construção Civil";"2";"Geral"
"2021";"391115";"4313400";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Obras de terraplenagem";"2 - Construção Civil";"2";"Geral"
"2021";"391115";"4329103";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes, exceto de fabricação própria";"2 - Construção Civil";"2";"Geral"
"2021";"391115";"4399104";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras";"2 - Construção Civil";"2";"Geral"
"2021";"391115";"4530701";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio por atacado de peças e acessórios novos para veículos automotores";"3 - Comércio";"16";"Geral"
"2021";"391115";"4530703";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio a varejo de peças e acessórios novos para veículos automotores";"3 - Comércio";"12";"Geral"
"2021";"391115";"4530705";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio a varejo de pneumáticos e câmaras-de-ar";"3 - Comércio";"4";"Geral"
"2021";"391115";"4623109";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio atacadista de alimentos para animais";"3 - Comércio";"2";"Geral"
"2021";"391115";"4631100";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio atacadista de leite e laticínios";"3 - Comércio";"2";"Geral"
"2021";"391115";"4637104";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio atacadista de pães, bolos, biscoitos e similares";"3 - Comércio";"2";"Geral"
"2021";"391115";"4645101";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios";"3 - Comércio";"36";"Geral"
"2021";"391115";"4646001";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio atacadista de cosméticos e produtos de perfumaria";"3 - Comércio";"4";"Geral"
"2021";"391115";"4647801";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio atacadista de artigos de escritório e de papelaria";"3 - Comércio";"2";"Geral"
"2021";"391115";"4649402";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico";"3 - Comércio";"2";"Geral"
"2021";"391115";"4649408";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar";"3 - Comércio";"2";"Geral"
"2021";"391115";"4662100";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças";"3 - Comércio";"2";"Geral"
"2021";"391115";"4673700";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio atacadista de material elétrico";"3 - Comércio";"6";"Geral"
"2021";"391115";"4679699";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio atacadista de materiais de construção em geral";"3 - Comércio";"2";"Geral"
"2021";"391115";"4691500";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios";"3 - Comércio";"6";"Geral"
"2021";"391115";"4711302";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados";"3 - Comércio";"6";"Geral"
"2021";"391115";"4742300";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de material elétrico";"3 - Comércio";"2";"Geral"
"2021";"391115";"4744005";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de materiais de construção não especificados anteriormente";"3 - Comércio";"4";"Geral"
"2021";"391115";"4759801";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de artigos de tapeçaria, cortinas e persianas";"3 - Comércio";"2";"Geral"
"2021";"391115";"4771701";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas";"3 - Comércio";"2";"Geral"
"2021";"391115";"4771702";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas";"3 - Comércio";"2";"Geral"
"2021";"391115";"4781400";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Comércio varejista de artigos do vestuário e acessórios";"3 - Comércio";"2";"Geral"
"2021";"391115";"4922102";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual";"4 - Serviços";"2";"Geral"
"2021";"391115";"4930202";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional";"4 - Serviços";"12";"Geral"
"2021";"391115";"5111100";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Transporte aéreo de passageiros regular";"4 - Serviços";"4";"Geral"
"2021";"391115";"5211701";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Armazéns gerais - emissão de warrant";"4 - Serviços";"26";"Geral"
"2021";"391115";"5250804";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Organização logística do transporte de carga";"4 - Serviços";"64";"Geral"
"2021";"391115";"5510801";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Hotéis";"4 - Serviços";"2";"Geral"
"2021";"391115";"5620104";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Fornecimento de alimentos preparados preponderantemente para consumo domiciliar";"1 - Indústria";"2";"Geral"
"2021";"391115";"5822100";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Edição integrada à impressão de jornais";"1 - Indústria";"2";"Geral"
"2021";"391115";"6190601";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Provedores de acesso às redes de comunicações";"4 - Serviços";"2";"Geral"
"2021";"391115";"6201500";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Desenvolvimento de programas de computador sob encomenda";"4 - Serviços";"16";"Geral"
"2021";"391115";"6202300";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Desenvolvimento e licenciamento de programas de computador customizáveis";"4 - Serviços";"4";"Geral"
"2021";"391115";"6204000";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Consultoria em tecnologia da informação";"4 - Serviços";"2";"Geral"
"2021";"391115";"6209100";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Suporte técnico, manutenção e outros serviços em tecnologia da informação";"4 - Serviços";"2";"Geral"
"2021";"391115";"7739003";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes";"4 - Serviços";"2";"Geral"
"2021";"391115";"8111700";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Serviços combinados para apoio a edifícios, exceto condomínios prediais";"4 - Serviços";"4";"Geral"
"2021";"391115";"8112500";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Condomínios prediais";"4 - Serviços";"2";"Geral"
"2021";"391115";"8121400";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Limpeza em prédios e em domicílios";"4 - Serviços";"14";"Geral"
"2021";"391115";"8211300";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Serviços combinados de escritório e apoio administrativo";"4 - Serviços";"4";"Geral"
"2021";"391115";"8219999";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente";"4 - Serviços";"2";"Geral"
"2021";"391115";"8299799";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"4 - Serviços";"2";"Geral"
"2021";"391115";"8599699";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Outras atividades de ensino não especificadas anteriormente";"4 - Serviços";"2";"Geral"
"2021";"391115";"8640201";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Laboratórios de anatomia patológica e citológica";"4 - Serviços";"6";"Geral"
"2021";"391115";"9492800";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Atividades de organizações políticas";"4 - Serviços";"2";"Geral"
"2021";"391115";"9499500";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Atividades associativas não especificadas anteriormente";"4 - Serviços";"2";"Geral"
"2021";"391115";"9512600";"Controlador de entrada e saída";"3 - TÉCNICOS DE NIVEL MÉDIO";"Reparação e manutenção de equipamentos de comunicação";"3 - Comércio";"42";"Geral"
"2021";"391125";"1012101";"Técnico de planejamento de produção";"3 - TÉCNICOS DE NIVEL MÉDIO";"Abate de aves";"1 - Indústria";"12";"Geral"
"2021";"391125";"1066000";"Técnico de planejamento de produção";"3 - TÉCNICOS DE NIVEL MÉDIO";"Fabricação de alimentos para animais";"1 - Indústria";"6";"Geral"
"2021";"391125";"1081302";"Técnico de planejamento de produção";"3 - TÉCNICOS DE NIVEL MÉDIO";"Torrefação e moagem de café";"1 - Indústria";"3";"Geral"
"2021";"391125";"1091100";"Técnico de planejamento de produção";"3 - TÉCNICOS DE NIVEL MÉDIO";"Fabricação de produtos de panificação";"1 - Indústria";"3";"Geral"
"2021";"391125";"1099699";"Técnico de planejamento de produção";"3 - TÉCNICOS DE NIVEL MÉDIO";"Fabricação de outros produtos alimentícios não especificados anteriormente";"1 - Indústria";"24";"Geral"
"2021";"391125";"1122401";"Técnico de planejamento de produção";"3 - TÉCNICOS DE NIVEL MÉDIO";"Fabricação de refrigerantes";"1 - Indústria";"3";"Geral"
"2021";"391125";"1412601";"Técnico de planejamento de produção";"3 - TÉCNICOS DE NIVEL MÉDIO";"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida";"1 - Indústria";"3";"Geral"
"2021";"391125";"2121101";"Técnico de planejamento de produção";"3 - TÉCNICOS DE NIVEL MÉDIO";"Fabricação de medicamentos alopáticos para uso humano";"1 - Indústria";"54";"Geral"
"2021";"391125";"2229399";"Técnico de planejamento de produção";"3 - TÉCNICOS DE NIVEL MÉDIO";"Fabricação de artefatos de material plástico para outros usos não especificados anteriormente";"1 - Indústria";"9";"Geral"
"2021";"391125";"2311700";"Técnico de planejamento de produção";"3 - TÉCNICOS DE NIVEL MÉDIO";"Fabricação de vidro plano e de segurança";"1 - Indústria";"39";"Geral"
"2021";"391125";"2319200";"Técnico de planejamento de produção";"3 - TÉCNICOS DE NIVEL MÉDIO";"Fabricação de artigos de vidro";"1 - Indústria";"3";"Geral"
"2021";"391125";"2320600";"Técnico de planejamento de produção";"3 - TÉCNICOS DE NIVEL MÉDIO";"Fabricação de cimento";"1 - Indústria";"12";"Geral"
"2021";"391125";"2330305";"Técnico de planejamento de produção";"3 - TÉCNICOS DE NIVEL MÉDIO";"Preparação de massa de concreto e argamassa para construção";"1 - Indústria";"6";"Geral"
"2021";"391125";"2391503";"Técnico de planejamento de produção";"3 - TÉCNICOS DE NIVEL MÉDIO";"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras";"1 - Indústria";"6";"Geral"
"2021";"391125";"2399101";"Técnico de planejamento de produção";"3 - TÉCNICOS DE NIVEL MÉDIO";"Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal";"1 - Indústria";"9";"Geral"
