"cboocupacao2002";"nome_cbo_ocupacao";"cbo_grande_grupo";"cbo_subgrupo_principal";"cbo_subgrupo";"cbo_familia";"nome_cbo_grandegrupo";"nome_cbo_subgrupo_principal";"nome_cbo_subgrupo";"nome_cbo_familia"
"374310";"Operador-mantenedor de projetor cinematográfico";"3";"37";"374";"3743";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"TÉCNICOS EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO, CENOGRAFIA E PROJEÇÃO";"Técnicos em operação de aparelhos de projeção"
"374405";"Editor de mídia audiovisual";"3";"37";"374";"3744";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"TÉCNICOS EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO, CENOGRAFIA E PROJEÇÃO";"Técnicos em montagem, edição e finalização de mídia audiovisual"
"374410";"Finalizador de filmes";"3";"37";"374";"3744";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"TÉCNICOS EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO, CENOGRAFIA E PROJEÇÃO";"Técnicos em montagem, edição e finalização de mídia audiovisual"
"374415";"Finalizador de vídeo";"3";"37";"374";"3744";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"TÉCNICOS EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO, CENOGRAFIA E PROJEÇÃO";"Técnicos em montagem, edição e finalização de mídia audiovisual"
"374420";"Montador de filmes";"3";"37";"374";"3744";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"TÉCNICOS EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO, CENOGRAFIA E PROJEÇÃO";"Técnicos em montagem, edição e finalização de mídia audiovisual"
"374425";"Diretor de imagens (tv)";"3";"37";"374";"3744";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"TÉCNICOS EM OPERAÇÃO DE APARELHOS DE SONORIZAÇÃO, CENOGRAFIA E PROJEÇÃO";"Técnicos em montagem, edição e finalização de mídia audiovisual"
"375105";"Designer de interiores";"3";"37";"375";"3751";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"DECORADORES E VITRINISTAS";"Designers de interiores, de vitrines e visual merchandiser e afins (nível médio)"
"375110";"Designer de vitrines";"3";"37";"375";"3751";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"DECORADORES E VITRINISTAS";"Designers de interiores, de vitrines e visual merchandiser e afins (nível médio)"
"375115";"Visual merchandiser";"3";"37";"375";"3751";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"DECORADORES E VITRINISTAS";"Designers de interiores, de vitrines e visual merchandiser e afins (nível médio)"
"375120";"Decorador de eventos";"3";"37";"375";"3751";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"DECORADORES E VITRINISTAS";"Designers de interiores, de vitrines e visual merchandiser e afins (nível médio)"
"375125";"Produtor de moda";"3";"37";"375";"3751";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"DECORADORES E VITRINISTAS";"Designers de interiores, de vitrines e visual merchandiser e afins (nível médio)"
"375130";"Profissional de organização (personal organizer)";"3";"37";"375";"3751";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"DECORADORES E VITRINISTAS";"Designers de interiores, de vitrines e visual merchandiser e afins (nível médio)"
"376105";"Dançarino tradicional";"3";"37";"376";"3761";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Dançarinos tradicionais e populares"
"376110";"Dançarino popular";"3";"37";"376";"3761";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Dançarinos tradicionais e populares"
"376205";"Acrobata";"3";"37";"376";"3762";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Artistas de circo (circenses)"
"376210";"Artista aéreo";"3";"37";"376";"3762";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Artistas de circo (circenses)"
"376215";"Artista de circo (outros)";"3";"37";"376";"3762";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Artistas de circo (circenses)"
"376220";"Contorcionista";"3";"37";"376";"3762";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Artistas de circo (circenses)"
"376225";"Domador de animais (circense)";"3";"37";"376";"3762";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Artistas de circo (circenses)"
"376230";"Equilibrista";"3";"37";"376";"3762";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Artistas de circo (circenses)"
"376235";"Mágico";"3";"37";"376";"3762";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Artistas de circo (circenses)"
"376240";"Malabarista";"3";"37";"376";"3762";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Artistas de circo (circenses)"
"376245";"Palhaço";"3";"37";"376";"3762";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Artistas de circo (circenses)"
"376250";"Titeriteiro";"3";"37";"376";"3762";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Artistas de circo (circenses)"
"376255";"Trapezista";"3";"37";"376";"3762";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Artistas de circo (circenses)"
"376305";"Apresentador de eventos";"3";"37";"376";"3763";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Apresentadores de eventos, programas e espetáculos"
"376310";"Apresentador de festas populares";"3";"37";"376";"3763";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Apresentadores de eventos, programas e espetáculos"
"376315";"Apresentador de programas de rádio";"3";"37";"376";"3763";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Apresentadores de eventos, programas e espetáculos"
"376320";"Apresentador de programas de televisão";"3";"37";"376";"3763";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Apresentadores de eventos, programas e espetáculos"
"376325";"Apresentador de circo";"3";"37";"376";"3763";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Apresentadores de eventos, programas e espetáculos"
"376330";"Mestre de cerimonias";"3";"37";"376";"3763";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Apresentadores de eventos, programas e espetáculos"
"376405";"Modelo artístico";"3";"37";"376";"3764";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Modelos"
"376410";"Modelo de modas";"3";"37";"376";"3764";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Modelos"
"376415";"Modelo publicitário";"3";"37";"376";"3764";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ARTISTAS DE ARTES POPULARES E MODELOS";"Modelos"
"377105";"Atleta profissional (outras modalidades)";"3";"37";"377";"3771";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Atletas profissionais"
"377110";"Atleta profissional de futebol";"3";"37";"377";"3771";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Atletas profissionais"
"377115";"Atleta profissional de golfe";"3";"37";"377";"3771";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Atletas profissionais"
"377120";"Atleta profissional de luta";"3";"37";"377";"3771";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Atletas profissionais"
"377125";"Atleta profissional de tênis";"3";"37";"377";"3771";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Atletas profissionais"
"377130";"Jóquei";"3";"37";"377";"3771";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Atletas profissionais"
"377135";"Piloto de competição automobilística";"3";"37";"377";"3771";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Atletas profissionais"
"377140";"Profissional de atletismo";"3";"37";"377";"3771";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Atletas profissionais"
"377145";"Pugilista";"3";"37";"377";"3771";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Atletas profissionais"
"377205";"Árbitro desportivo";"3";"37";"377";"3772";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Árbitros desportivos"
"377210";"Árbitro de atletismo";"3";"37";"377";"3772";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Árbitros desportivos"
"377215";"Árbitro de basquete";"3";"37";"377";"3772";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Árbitros desportivos"
"377220";"Árbitro de futebol";"3";"37";"377";"3772";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Árbitros desportivos"
"377225";"Árbitro de futebol de salão";"3";"37";"377";"3772";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Árbitros desportivos"
"377230";"Árbitro de judô";"3";"37";"377";"3772";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Árbitros desportivos"
"377235";"Árbitro de karatê";"3";"37";"377";"3772";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Árbitros desportivos"
"377240";"Árbitro de poló aquático";"3";"37";"377";"3772";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Árbitros desportivos"
"377245";"Árbitro de vôlei";"3";"37";"377";"3772";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"ATLETAS, DESPORTISTAS E AFINS";"Árbitros desportivos"
"391105";"Cronoanalista";"3";"39";"391";"3911";"TÉCNICOS DE NIVEL MÉDIO";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS";"Planejadores, programadores e controladores de produção e manutenção"
"391110";"Cronometrista";"3";"39";"391";"3911";"TÉCNICOS DE NIVEL MÉDIO";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS";"Planejadores, programadores e controladores de produção e manutenção"
"391115";"Controlador de entrada e saída";"3";"39";"391";"3911";"TÉCNICOS DE NIVEL MÉDIO";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS";"Planejadores, programadores e controladores de produção e manutenção"
"391120";"Planejista";"3";"39";"391";"3911";"TÉCNICOS DE NIVEL MÉDIO";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS";"Planejadores, programadores e controladores de produção e manutenção"
"391125";"Técnico de planejamento de produção";"3";"39";"391";"3911";"TÉCNICOS DE NIVEL MÉDIO";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS";"Planejadores, programadores e controladores de produção e manutenção"
"391130";"Técnico de planejamento e programação da manutenção";"3";"39";"391";"3911";"TÉCNICOS DE NIVEL MÉDIO";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS";"Planejadores, programadores e controladores de produção e manutenção"
"391135";"Técnico de matéria-prima e material";"3";"39";"391";"3911";"TÉCNICOS DE NIVEL MÉDIO";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS";"Planejadores, programadores e controladores de produção e manutenção"
"391140";"Analista de manutenção (equipamentos aéreos)";"3";"39";"391";"3911";"TÉCNICOS DE NIVEL MÉDIO";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS";"Planejadores, programadores e controladores de produção e manutenção"
"391145";"Analista de planejamento de manutenção";"3";"39";"391";"3911";"TÉCNICOS DE NIVEL MÉDIO";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS";"Planejadores, programadores e controladores de produção e manutenção"
"391205";"Inspetor de qualidade";"3";"39";"391";"3912";"TÉCNICOS DE NIVEL MÉDIO";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS";"Técnicos de controle da produção"
"391210";"Técnico de garantia da qualidade";"3";"39";"391";"3912";"TÉCNICOS DE NIVEL MÉDIO";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS";"Técnicos de controle da produção"
"391215";"Operador de inspeção de qualidade";"3";"39";"391";"3912";"TÉCNICOS DE NIVEL MÉDIO";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS";"Técnicos de controle da produção"
"391220";"Técnico de painel de controle";"3";"39";"391";"3912";"TÉCNICOS DE NIVEL MÉDIO";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS";"Técnicos de controle da produção"
"391225";"Escolhedor de papel";"3";"39";"391";"3912";"TÉCNICOS DE NIVEL MÉDIO";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS";"Técnicos de controle da produção"
"391230";"Técnico operacional de serviços de correios";"3";"39";"391";"3912";"TÉCNICOS DE NIVEL MÉDIO";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO EM OPERAÇÕES INDUSTRIAIS";"Técnicos de controle da produção"
"395105";"Técnico de apoio em pesquisa e desenvolvimento (exceto agropecuário e florestal)";"3";"39";"395";"3951";"TÉCNICOS DE NIVEL MÉDIO";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"TÉCNICOS DE APOIO EM PESQUISA E DESENVOLVIMENTO";"Técnicos de apoio em pesquisa e desenvolvimento"
"395110";"Técnico de apoio em pesquisa e desenvolvimento agropecuário florestal";"3";"39";"395";"3951";"TÉCNICOS DE NIVEL MÉDIO";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"TÉCNICOS DE APOIO EM PESQUISA E DESENVOLVIMENTO";"Técnicos de apoio em pesquisa e desenvolvimento"
"410105";"Supervisor administrativo";"4";"41";"410";"4101";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"SUPERVISORES DE SERVIÇOS ADMINISTRATIVOS (Exceto de atendimento ao público)";"Supervisores administrativos"
"410205";"Supervisor de almoxarifado";"4";"41";"410";"4102";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"SUPERVISORES DE SERVIÇOS ADMINISTRATIVOS (Exceto de atendimento ao público)";"Supervisores de serviços financeiros, de câmbio e de controle"
"410210";"Supervisor de câmbio";"4";"41";"410";"4102";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"SUPERVISORES DE SERVIÇOS ADMINISTRATIVOS (Exceto de atendimento ao público)";"Supervisores de serviços financeiros, de câmbio e de controle"
"410215";"Supervisor de contas a pagar";"4";"41";"410";"4102";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"SUPERVISORES DE SERVIÇOS ADMINISTRATIVOS (Exceto de atendimento ao público)";"Supervisores de serviços financeiros, de câmbio e de controle"
"410220";"Supervisor de controle patrimonial";"4";"41";"410";"4102";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"SUPERVISORES DE SERVIÇOS ADMINISTRATIVOS (Exceto de atendimento ao público)";"Supervisores de serviços financeiros, de câmbio e de controle"
"410225";"Supervisor de crédito e cobrança";"4";"41";"410";"4102";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"SUPERVISORES DE SERVIÇOS ADMINISTRATIVOS (Exceto de atendimento ao público)";"Supervisores de serviços financeiros, de câmbio e de controle"
"410230";"Supervisor de orçamento";"4";"41";"410";"4102";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"SUPERVISORES DE SERVIÇOS ADMINISTRATIVOS (Exceto de atendimento ao público)";"Supervisores de serviços financeiros, de câmbio e de controle"
"410235";"Supervisor de tesouraria";"4";"41";"410";"4102";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"SUPERVISORES DE SERVIÇOS ADMINISTRATIVOS (Exceto de atendimento ao público)";"Supervisores de serviços financeiros, de câmbio e de controle"
"410240";"Supervisor de logística";"4";"41";"410";"4102";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"SUPERVISORES DE SERVIÇOS ADMINISTRATIVOS (Exceto de atendimento ao público)";"Supervisores de serviços financeiros, de câmbio e de controle"
"411005";"Auxiliar de escritório";"4";"41";"411";"4110";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"ESCRITURÁRIOS EM GERAL, AGENTES, ASSISTENTES E AUXILIARES ADMINISTRATIVOS";"Agentes, assistentes e auxiliares administrativos"
"411010";"Assistente administrativo";"4";"41";"411";"4110";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"ESCRITURÁRIOS EM GERAL, AGENTES, ASSISTENTES E AUXILIARES ADMINISTRATIVOS";"Agentes, assistentes e auxiliares administrativos"
"411015";"Atendente de judiciário";"4";"41";"411";"4110";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"ESCRITURÁRIOS EM GERAL, AGENTES, ASSISTENTES E AUXILIARES ADMINISTRATIVOS";"Agentes, assistentes e auxiliares administrativos"
"411020";"Auxiliar de judiciário";"4";"41";"411";"4110";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"ESCRITURÁRIOS EM GERAL, AGENTES, ASSISTENTES E AUXILIARES ADMINISTRATIVOS";"Agentes, assistentes e auxiliares administrativos"
"411025";"Auxiliar de cartório";"4";"41";"411";"4110";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"ESCRITURÁRIOS EM GERAL, AGENTES, ASSISTENTES E AUXILIARES ADMINISTRATIVOS";"Agentes, assistentes e auxiliares administrativos"
"411030";"Auxiliar de pessoal";"4";"41";"411";"4110";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"ESCRITURÁRIOS EM GERAL, AGENTES, ASSISTENTES E AUXILIARES ADMINISTRATIVOS";"Agentes, assistentes e auxiliares administrativos"
"411035";"Auxiliar de estatística";"4";"41";"411";"4110";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"ESCRITURÁRIOS EM GERAL, AGENTES, ASSISTENTES E AUXILIARES ADMINISTRATIVOS";"Agentes, assistentes e auxiliares administrativos"
"411040";"Auxiliar de seguros";"4";"41";"411";"4110";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"ESCRITURÁRIOS EM GERAL, AGENTES, ASSISTENTES E AUXILIARES ADMINISTRATIVOS";"Agentes, assistentes e auxiliares administrativos"
"411045";"Auxiliar de serviços de importação e exportação";"4";"41";"411";"4110";"TRABALHADORES DE SERVIÇOS ADMINISTRATIVOS";"ESCRITURÁRIOS";"ESCRITURÁRIOS EM GERAL, AGENTES, ASSISTENTES E AUXILIARES ADMINISTRATIVOS";"Agentes, assistentes e auxiliares administrativos"
