"cboocupacao2002";"cnae_classe";"cnae_divisao";"cnae_grupo";"nome_cbo_ocupacao";"nome_cnae_classe";"setor_ibge";"vinculos"
"313305";"10139";"10";"101";"Técnico de comunicação de dados";"Fabricação de produtos de carne";"1 - Indústria";"1"
"313305";"10627";"10";"106";"Técnico de comunicação de dados";"Moagem de trigo e fabricação de derivados";"1 - Indústria";"2"
"313305";"18211";"18";"182";"Técnico de comunicação de dados";"Serviços de pré-impressão";"1 - Indústria";"1"
"313305";"42219";"42";"422";"Técnico de comunicação de dados";"Obras para geração e distribuição de energia elétrica e para telecomunicações";"2 - Construção Civil";"26"
"313305";"43215";"43";"432";"Técnico de comunicação de dados";"Instalações elétricas";"2 - Construção Civil";"16"
"313305";"43223";"43";"432";"Técnico de comunicação de dados";"Instalações hidráulicas, de sistemas de ventilação e refrigeração";"2 - Construção Civil";"1"
"313305";"45307";"45";"453";"Técnico de comunicação de dados";"Comércio de peças e acessórios para veículos automotores";"3 - Comércio";"1"
"313305";"46460";"46";"464";"Técnico de comunicação de dados";"Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal";"3 - Comércio";"1"
"313305";"46494";"46";"464";"Técnico de comunicação de dados";"Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente";"3 - Comércio";"2"
"313305";"46524";"46";"465";"Técnico de comunicação de dados";"Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação";"3 - Comércio";"1"
"313305";"47512";"47";"475";"Técnico de comunicação de dados";"Comércio varejista especializado de equipamentos e suprimentos de informática";"3 - Comércio";"11"
"313305";"61108";"61";"611";"Técnico de comunicação de dados";"Telecomunicações por fio";"4 - Serviços";"24"
"313305";"61906";"61";"619";"Técnico de comunicação de dados";"Outras atividades de telecomunicações";"4 - Serviços";"6"
"313305";"62015";"62";"620";"Técnico de comunicação de dados";"Desenvolvimento de programas de computador sob encomenda";"4 - Serviços";"2"
"313305";"62023";"62";"620";"Técnico de comunicação de dados";"Desenvolvimento e licenciamento de programas de computador customizáveis";"4 - Serviços";"6"
"313305";"62031";"62";"620";"Técnico de comunicação de dados";"Desenvolvimento e licenciamento de programas de computador não-customizáveis";"4 - Serviços";"8"
"313305";"62040";"62";"620";"Técnico de comunicação de dados";"Consultoria em tecnologia da informação";"4 - Serviços";"20"
"313305";"62091";"62";"620";"Técnico de comunicação de dados";"Suporte técnico, manutenção e outros serviços em tecnologia da informação";"4 - Serviços";"45"
"313305";"63119";"63";"631";"Técnico de comunicação de dados";"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet";"4 - Serviços";"3"
"313305";"63194";"63";"631";"Técnico de comunicação de dados";"Portais, provedores de conteúdo e outros serviços de informação na internet";"4 - Serviços";"1"
"313305";"63992";"63";"639";"Técnico de comunicação de dados";"Outras atividades de prestação de serviços de informação não especificadas anteriormente";"4 - Serviços";"2"
"313305";"68226";"68";"682";"Técnico de comunicação de dados";"Gestão e administração da propriedade imobiliária";"4 - Serviços";"2"
"313305";"69125";"69";"691";"Técnico de comunicação de dados";"Cartórios";"4 - Serviços";"1"
"313305";"71120";"71";"711";"Técnico de comunicação de dados";"Serviços de engenharia";"4 - Serviços";"1"
"313305";"71197";"71";"711";"Técnico de comunicação de dados";"Atividades técnicas relacionadas à arquitetura e engenharia";"4 - Serviços";"1"
"313305";"74901";"74";"749";"Técnico de comunicação de dados";"Atividades profissionais, científicas e técnicas não especificadas anteriormente";"4 - Serviços";"2"
"313305";"80200";"80";"802";"Técnico de comunicação de dados";"Atividades de monitoramento de sistemas de segurança";"4 - Serviços";"10"
"313305";"82202";"82";"822";"Técnico de comunicação de dados";"Atividades de teleatendimento";"4 - Serviços";"1"
"313305";"82911";"82";"829";"Técnico de comunicação de dados";"Atividades de cobrança e informações cadastrais";"4 - Serviços";"1"
"313305";"84116";"84";"841";"Técnico de comunicação de dados";"Administração pública em geral";"4 - Serviços";"494"
"313305";"85139";"85";"851";"Técnico de comunicação de dados";"Ensino fundamental";"4 - Serviços";"1"
"313305";"85201";"85";"852";"Técnico de comunicação de dados";"Ensino médio";"4 - Serviços";"4"
"313305";"85325";"85";"853";"Técnico de comunicação de dados";"Educação superior - graduação e pós-graduação";"4 - Serviços";"1"
"313305";"85422";"85";"854";"Técnico de comunicação de dados";"Educação profissional de nível tecnológico";"4 - Serviços";"1"
"313305";"85996";"85";"859";"Técnico de comunicação de dados";"Atividades de ensino não especificadas anteriormente";"4 - Serviços";"3"
"313305";"86305";"86";"863";"Técnico de comunicação de dados";"Atividades de atenção ambulatorial executadas por médicos e odontólogos";"4 - Serviços";"1"
"313305";"86402";"86";"864";"Técnico de comunicação de dados";"Atividades de serviços de complementação diagnóstica e terapêutica";"4 - Serviços";"1"
"313305";"88006";"88";"880";"Técnico de comunicação de dados";"Serviços de assistência social sem alojamento";"4 - Serviços";"1"
"313305";"94201";"94";"942";"Técnico de comunicação de dados";"Atividades de organizações sindicais";"4 - Serviços";"4"
"313305";"95118";"95";"951";"Técnico de comunicação de dados";"Reparação e manutenção de computadores e de equipamentos periféricos";"4 - Serviços";"1"
"313305";"95126";"95";"951";"Técnico de comunicação de dados";"Reparação e manutenção de equipamentos de comunicação";"3 - Comércio";"1"
"313310";"18130";"18";"181";"Técnico de rede (telecomunicações)";"Impressão de materiais para outros usos";"1 - Indústria";"1"
"313310";"41204";"41";"412";"Técnico de rede (telecomunicações)";"Construção de edifícios";"2 - Construção Civil";"26"
"313310";"42219";"42";"422";"Técnico de rede (telecomunicações)";"Obras para geração e distribuição de energia elétrica e para telecomunicações";"2 - Construção Civil";"25"
"313310";"42995";"42";"429";"Técnico de rede (telecomunicações)";"Obras de engenharia civil não especificadas anteriormente";"2 - Construção Civil";"7"
"313310";"43215";"43";"432";"Técnico de rede (telecomunicações)";"Instalações elétricas";"2 - Construção Civil";"38"
"313310";"43223";"43";"432";"Técnico de rede (telecomunicações)";"Instalações hidráulicas, de sistemas de ventilação e refrigeração";"2 - Construção Civil";"14"
"313310";"46150";"46";"461";"Técnico de rede (telecomunicações)";"Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico";"3 - Comércio";"1"
"313310";"46516";"46";"465";"Técnico de rede (telecomunicações)";"Comércio atacadista de computadores, periféricos e suprimentos de informática";"3 - Comércio";"1"
"313310";"46524";"46";"465";"Técnico de rede (telecomunicações)";"Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação";"3 - Comércio";"2"
"313310";"47512";"47";"475";"Técnico de rede (telecomunicações)";"Comércio varejista especializado de equipamentos e suprimentos de informática";"3 - Comércio";"3"
"313310";"47521";"47";"475";"Técnico de rede (telecomunicações)";"Comércio varejista especializado de equipamentos de telefonia e comunicação";"3 - Comércio";"3"
"313310";"47547";"47";"475";"Técnico de rede (telecomunicações)";"Comércio varejista especializado de móveis, colchoaria e artigos de iluminação";"3 - Comércio";"1"
"313310";"47890";"47";"478";"Técnico de rede (telecomunicações)";"Comércio varejista de outros produtos novos não especificados anteriormente";"3 - Comércio";"1"
"313310";"61108";"61";"611";"Técnico de rede (telecomunicações)";"Telecomunicações por fio";"4 - Serviços";"115"
"313310";"61205";"61";"612";"Técnico de rede (telecomunicações)";"Telecomunicações sem fio";"4 - Serviços";"178"
"313310";"61906";"61";"619";"Técnico de rede (telecomunicações)";"Outras atividades de telecomunicações";"4 - Serviços";"18"
"313310";"62031";"62";"620";"Técnico de rede (telecomunicações)";"Desenvolvimento e licenciamento de programas de computador não-customizáveis";"4 - Serviços";"5"
"313310";"62040";"62";"620";"Técnico de rede (telecomunicações)";"Consultoria em tecnologia da informação";"4 - Serviços";"8"
"313310";"62091";"62";"620";"Técnico de rede (telecomunicações)";"Suporte técnico, manutenção e outros serviços em tecnologia da informação";"4 - Serviços";"19"
"313310";"63119";"63";"631";"Técnico de rede (telecomunicações)";"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet";"4 - Serviços";"12"
"313310";"63194";"63";"631";"Técnico de rede (telecomunicações)";"Portais, provedores de conteúdo e outros serviços de informação na internet";"4 - Serviços";"1"
"313310";"71120";"71";"711";"Técnico de rede (telecomunicações)";"Serviços de engenharia";"4 - Serviços";"9"
"313310";"77390";"77";"773";"Técnico de rede (telecomunicações)";"Aluguel de máquinas e equipamentos não especificados anteriormente";"4 - Serviços";"1"
"313310";"80200";"80";"802";"Técnico de rede (telecomunicações)";"Atividades de monitoramento de sistemas de segurança";"4 - Serviços";"3"
"313310";"82113";"82";"821";"Técnico de rede (telecomunicações)";"Serviços combinados de escritório e apoio administrativo";"4 - Serviços";"1"
"313310";"82997";"82";"829";"Técnico de rede (telecomunicações)";"Atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"4 - Serviços";"7"
"313310";"84116";"84";"841";"Técnico de rede (telecomunicações)";"Administração pública em geral";"4 - Serviços";"10"
"313310";"85325";"85";"853";"Técnico de rede (telecomunicações)";"Educação superior - graduação e pós-graduação";"4 - Serviços";"1"
"313310";"85996";"85";"859";"Técnico de rede (telecomunicações)";"Atividades de ensino não especificadas anteriormente";"4 - Serviços";"1"
"313310";"86101";"86";"861";"Técnico de rede (telecomunicações)";"Atividades de atendimento hospitalar";"4 - Serviços";"1"
"313310";"94995";"94";"949";"Técnico de rede (telecomunicações)";"Atividades associativas não especificadas anteriormente";"4 - Serviços";"1"
"313310";"95118";"95";"951";"Técnico de rede (telecomunicações)";"Reparação e manutenção de computadores e de equipamentos periféricos";"4 - Serviços";"3"
"313310";"99008";"99";"990";"Técnico de rede (telecomunicações)";"Organismos internacionais e outras instituições extraterritoriais";"4 - Serviços";"1"
"313315";"26213";"26";"262";"Técnico de telecomunicações (telefonia)";"Fabricação de equipamentos de informática";"1 - Indústria";"2"
"313315";"26311";"26";"263";"Técnico de telecomunicações (telefonia)";"Fabricação de equipamentos transmissores de comunicação";"1 - Indústria";"4"
"313315";"35123";"35";"351";"Técnico de telecomunicações (telefonia)";"Transmissão de energia elétrica";"1 - Indústria";"1"
"313315";"36006";"36";"360";"Técnico de telecomunicações (telefonia)";"Captação, tratamento e distribuição de água";"1 - Indústria";"5"
"313315";"41107";"41";"411";"Técnico de telecomunicações (telefonia)";"Incorporação de empreendimentos imobiliários";"4 - Serviços";"2"
"313315";"41204";"41";"412";"Técnico de telecomunicações (telefonia)";"Construção de edifícios";"2 - Construção Civil";"11"
"313315";"42219";"42";"422";"Técnico de telecomunicações (telefonia)";"Obras para geração e distribuição de energia elétrica e para telecomunicações";"2 - Construção Civil";"24"
"313315";"42995";"42";"429";"Técnico de telecomunicações (telefonia)";"Obras de engenharia civil não especificadas anteriormente";"2 - Construção Civil";"2"
"313315";"43215";"43";"432";"Técnico de telecomunicações (telefonia)";"Instalações elétricas";"2 - Construção Civil";"66"
"313315";"43223";"43";"432";"Técnico de telecomunicações (telefonia)";"Instalações hidráulicas, de sistemas de ventilação e refrigeração";"2 - Construção Civil";"6"
"313315";"46524";"46";"465";"Técnico de telecomunicações (telefonia)";"Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação";"3 - Comércio";"1"
"313315";"47512";"47";"475";"Técnico de telecomunicações (telefonia)";"Comércio varejista especializado de equipamentos e suprimentos de informática";"3 - Comércio";"2"
"313315";"47521";"47";"475";"Técnico de telecomunicações (telefonia)";"Comércio varejista especializado de equipamentos de telefonia e comunicação";"3 - Comércio";"9"
"313315";"47539";"47";"475";"Técnico de telecomunicações (telefonia)";"Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo";"3 - Comércio";"2"
"313315";"49124";"49";"491";"Técnico de telecomunicações (telefonia)";"Transporte metroferroviário de passageiros";"4 - Serviços";"4"
"313315";"49302";"49";"493";"Técnico de telecomunicações (telefonia)";"Transporte rodoviário de carga";"4 - Serviços";"38"
"313315";"60101";"60";"601";"Técnico de telecomunicações (telefonia)";"Atividades de rádio";"4 - Serviços";"1"
"313315";"60217";"60";"602";"Técnico de telecomunicações (telefonia)";"Atividades de televisão aberta";"4 - Serviços";"2"
"313315";"61108";"61";"611";"Técnico de telecomunicações (telefonia)";"Telecomunicações por fio";"4 - Serviços";"150"
"313315";"61205";"61";"612";"Técnico de telecomunicações (telefonia)";"Telecomunicações sem fio";"4 - Serviços";"94"
"313315";"61906";"61";"619";"Técnico de telecomunicações (telefonia)";"Outras atividades de telecomunicações";"4 - Serviços";"122"
"313315";"62015";"62";"620";"Técnico de telecomunicações (telefonia)";"Desenvolvimento de programas de computador sob encomenda";"4 - Serviços";"6"
"313315";"62023";"62";"620";"Técnico de telecomunicações (telefonia)";"Desenvolvimento e licenciamento de programas de computador customizáveis";"4 - Serviços";"2"
"313315";"62031";"62";"620";"Técnico de telecomunicações (telefonia)";"Desenvolvimento e licenciamento de programas de computador não-customizáveis";"4 - Serviços";"6"
"313315";"62040";"62";"620";"Técnico de telecomunicações (telefonia)";"Consultoria em tecnologia da informação";"4 - Serviços";"29"
"313315";"62091";"62";"620";"Técnico de telecomunicações (telefonia)";"Suporte técnico, manutenção e outros serviços em tecnologia da informação";"4 - Serviços";"30"
"313315";"63119";"63";"631";"Técnico de telecomunicações (telefonia)";"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet";"4 - Serviços";"10"
"313315";"65502";"65";"655";"Técnico de telecomunicações (telefonia)";"Planos de saúde";"4 - Serviços";"1"
"313315";"68226";"68";"682";"Técnico de telecomunicações (telefonia)";"Gestão e administração da propriedade imobiliária";"4 - Serviços";"1"
"313315";"69206";"69";"692";"Técnico de telecomunicações (telefonia)";"Atividades de contabilidade, consultoria e auditoria contábil e tributária";"4 - Serviços";"1"
"313315";"71120";"71";"711";"Técnico de telecomunicações (telefonia)";"Serviços de engenharia";"4 - Serviços";"6"
"313315";"73122";"73";"731";"Técnico de telecomunicações (telefonia)";"Agenciamento de espaços para publicidade, exceto em veículos de comunicação";"4 - Serviços";"1"
"313315";"74901";"74";"749";"Técnico de telecomunicações (telefonia)";"Atividades profissionais, científicas e técnicas não especificadas anteriormente";"4 - Serviços";"3"
"313315";"78205";"78";"782";"Técnico de telecomunicações (telefonia)";"Locação de mão-de-obra temporária";"4 - Serviços";"1"
"313315";"80200";"80";"802";"Técnico de telecomunicações (telefonia)";"Atividades de monitoramento de sistemas de segurança";"4 - Serviços";"4"
"313315";"82113";"82";"821";"Técnico de telecomunicações (telefonia)";"Serviços combinados de escritório e apoio administrativo";"4 - Serviços";"2"
"313315";"82202";"82";"822";"Técnico de telecomunicações (telefonia)";"Atividades de teleatendimento";"4 - Serviços";"4"
"313315";"84116";"84";"841";"Técnico de telecomunicações (telefonia)";"Administração pública em geral";"4 - Serviços";"279"
"313315";"85317";"85";"853";"Técnico de telecomunicações (telefonia)";"Educação superior - graduação";"4 - Serviços";"1"
"313315";"85996";"85";"859";"Técnico de telecomunicações (telefonia)";"Atividades de ensino não especificadas anteriormente";"4 - Serviços";"2"
"313315";"86101";"86";"861";"Técnico de telecomunicações (telefonia)";"Atividades de atendimento hospitalar";"4 - Serviços";"6"
"313320";"35115";"35";"351";"Técnico de transmissão (telecomunicações)";"Geração de energia elétrica";"1 - Indústria";"1"
"313320";"42219";"42";"422";"Técnico de transmissão (telecomunicações)";"Obras para geração e distribuição de energia elétrica e para telecomunicações";"2 - Construção Civil";"14"
"313320";"43215";"43";"432";"Técnico de transmissão (telecomunicações)";"Instalações elétricas";"2 - Construção Civil";"6"
"313320";"47512";"47";"475";"Técnico de transmissão (telecomunicações)";"Comércio varejista especializado de equipamentos e suprimentos de informática";"3 - Comércio";"5"
"313320";"60217";"60";"602";"Técnico de transmissão (telecomunicações)";"Atividades de televisão aberta";"4 - Serviços";"5"
"313320";"61108";"61";"611";"Técnico de transmissão (telecomunicações)";"Telecomunicações por fio";"4 - Serviços";"11"
"313320";"61205";"61";"612";"Técnico de transmissão (telecomunicações)";"Telecomunicações sem fio";"4 - Serviços";"109"
"313320";"62040";"62";"620";"Técnico de transmissão (telecomunicações)";"Consultoria em tecnologia da informação";"4 - Serviços";"1"
"313320";"62091";"62";"620";"Técnico de transmissão (telecomunicações)";"Suporte técnico, manutenção e outros serviços em tecnologia da informação";"4 - Serviços";"5"
"313320";"71120";"71";"711";"Técnico de transmissão (telecomunicações)";"Serviços de engenharia";"4 - Serviços";"4"
"313320";"84221";"84";"842";"Técnico de transmissão (telecomunicações)";"Defesa";"4 - Serviços";"1"
"313320";"90019";"90";"900";"Técnico de transmissão (telecomunicações)";"Artes cênicas, espetáculos e atividades complementares";"4 - Serviços";"3"
"313320";"94308";"94";"943";"Técnico de transmissão (telecomunicações)";"Atividades de associações de defesa de direitos sociais";"4 - Serviços";"3"
"313405";"82199";"82";"821";"Técnico em calibração";"Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo";"4 - Serviços";"2"
"313410";"43215";"43";"432";"Técnico em instrumentação";"Instalações elétricas";"2 - Construção Civil";"4"
"313410";"43223";"43";"432";"Técnico em instrumentação";"Instalações hidráulicas, de sistemas de ventilação e refrigeração";"2 - Construção Civil";"1"
"313410";"63194";"63";"631";"Técnico em instrumentação";"Portais, provedores de conteúdo e outros serviços de informação na internet";"4 - Serviços";"1"
"313410";"70204";"70";"702";"Técnico em instrumentação";"Atividades de consultoria em gestão empresarial";"4 - Serviços";"1"
"313410";"82113";"82";"821";"Técnico em instrumentação";"Serviços combinados de escritório e apoio administrativo";"4 - Serviços";"13"
"313410";"86101";"86";"861";"Técnico em instrumentação";"Atividades de atendimento hospitalar";"4 - Serviços";"1"
"313415";"10139";"10";"101";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Fabricação de produtos de carne";"1 - Indústria";"1"
"313415";"10627";"10";"106";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Moagem de trigo e fabricação de derivados";"1 - Indústria";"2"
"313415";"10911";"10";"109";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Fabricação de produtos de panificação";"1 - Indústria";"1"
"313415";"20614";"20";"206";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Fabricação de sabões e detergentes sintéticos";"1 - Indústria";"1"
"313415";"23303";"23";"233";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes";"1 - Indústria";"1"
"313415";"23915";"23";"239";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Aparelhamento e outros trabalhos em pedras";"1 - Indústria";"1"
"313415";"25110";"25";"251";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Fabricação de estruturas metálicas";"1 - Indústria";"1"
"313415";"38114";"38";"381";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Coleta de resíduos não-perigosos";"1 - Indústria";"1"
"313415";"41107";"41";"411";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Incorporação de empreendimentos imobiliários";"4 - Serviços";"1"
"313415";"41204";"41";"412";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Construção de edifícios";"2 - Construção Civil";"42"
"313415";"42219";"42";"422";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Obras para geração e distribuição de energia elétrica e para telecomunicações";"2 - Construção Civil";"1"
"313415";"42227";"42";"422";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas";"2 - Construção Civil";"1"
"313415";"43118";"43";"431";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Demolição e preparação de canteiros de obras";"2 - Construção Civil";"1"
"313415";"43215";"43";"432";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Instalações elétricas";"2 - Construção Civil";"8"
"313415";"43223";"43";"432";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Instalações hidráulicas, de sistemas de ventilação e refrigeração";"2 - Construção Civil";"6"
"313415";"43304";"43";"433";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Obras de acabamento";"2 - Construção Civil";"1"
"313415";"43991";"43";"439";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Serviços especializados para construção não especificados anteriormente";"2 - Construção Civil";"1"
"313415";"45307";"45";"453";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Comércio de peças e acessórios para veículos automotores";"3 - Comércio";"1"
"313415";"46141";"46";"461";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves";"3 - Comércio";"1"
"313415";"46320";"46";"463";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas";"3 - Comércio";"1"
"313415";"46371";"46";"463";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Comércio atacadista especializado em produtos alimentícios não especificados anteriormente";"3 - Comércio";"1"
"313415";"47121";"47";"471";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns";"3 - Comércio";"1"
"313415";"47296";"47";"472";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";"3 - Comércio";"1"
"313415";"47423";"47";"474";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Comércio varejista de material elétrico";"3 - Comércio";"1"
"313415";"47440";"47";"474";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Comércio varejista de ferragens, madeira e materiais de construção";"3 - Comércio";"1"
"313415";"47890";"47";"478";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Comércio varejista de outros produtos novos não especificados anteriormente";"3 - Comércio";"2"
"313415";"49302";"49";"493";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Transporte rodoviário de carga";"4 - Serviços";"1"
"313415";"55108";"55";"551";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Hotéis e similares";"4 - Serviços";"1"
"313415";"56112";"56";"561";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas";"4 - Serviços";"1"
"313415";"61108";"61";"611";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Telecomunicações por fio";"4 - Serviços";"1"
"313415";"62091";"62";"620";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Suporte técnico, manutenção e outros serviços em tecnologia da informação";"4 - Serviços";"1"
"313415";"68102";"68";"681";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Atividades imobiliárias de imóveis próprios";"4 - Serviços";"1"
"313415";"68218";"68";"682";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Intermediação na compra, venda e aluguel de imóveis";"4 - Serviços";"1"
"313415";"69117";"69";"691";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Atividades jurídicas, exceto cartórios";"4 - Serviços";"1"
"313415";"70204";"70";"702";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Atividades de consultoria em gestão empresarial";"4 - Serviços";"8"
"313415";"71120";"71";"711";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Serviços de engenharia";"4 - Serviços";"1"
"313415";"77322";"77";"773";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Aluguel de máquinas e equipamentos para construção sem operador";"4 - Serviços";"1"
"313415";"81125";"81";"811";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Condomínios prediais";"4 - Serviços";"6"
"313415";"81214";"81";"812";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Limpeza em prédios e em domicílios";"4 - Serviços";"4"
"313415";"81290";"81";"812";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Atividades de limpeza não especificadas anteriormente";"4 - Serviços";"1"
"313415";"82113";"82";"821";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Serviços combinados de escritório e apoio administrativo";"4 - Serviços";"2"
"313415";"82300";"82";"823";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Atividades de organização de eventos, exceto culturais e esportivos";"4 - Serviços";"2"
"313415";"82997";"82";"829";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"4 - Serviços";"2"
"313415";"85112";"85";"851";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Educação infantil - creche";"4 - Serviços";"1"
"313415";"86101";"86";"861";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Atividades de atendimento hospitalar";"4 - Serviços";"1"
"313415";"87115";"87";"871";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares";"4 - Serviços";"1"
"313415";"93123";"93";"931";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Clubes sociais, esportivos e similares";"4 - Serviços";"1"
"313415";"93131";"93";"931";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Atividades de condicionamento físico";"4 - Serviços";"1"
"313415";"94308";"94";"943";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Atividades de associações de defesa de direitos sociais";"4 - Serviços";"1"
"313415";"94910";"94";"949";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Atividades de organizações religiosas";"4 - Serviços";"1"
"313415";"99008";"99";"990";"Encarregado de manutenção de instrumentos de controle, medição e similares";"Organismos internacionais e outras instituições extraterritoriais";"4 - Serviços";"2"
"314105";"41204";"41";"412";"Técnico em mecânica de precisão";"Construção de edifícios";"2 - Construção Civil";"4"
"314105";"42111";"42";"421";"Técnico em mecânica de precisão";"Construção de rodovias e ferrovias";"2 - Construção Civil";"1"
"314105";"43223";"43";"432";"Técnico em mecânica de precisão";"Instalações hidráulicas, de sistemas de ventilação e refrigeração";"2 - Construção Civil";"2"
"314105";"47539";"47";"475";"Técnico em mecânica de precisão";"Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo";"3 - Comércio";"2"
"314105";"85325";"85";"853";"Técnico em mecânica de precisão";"Educação superior - graduação e pós-graduação";"4 - Serviços";"1"
"314105";"85422";"85";"854";"Técnico em mecânica de precisão";"Educação profissional de nível tecnológico";"4 - Serviços";"2"
"314105";"86101";"86";"861";"Técnico em mecânica de precisão";"Atividades de atendimento hospitalar";"4 - Serviços";"3"
"314110";"10121";"10";"101";"Técnico mecânico";"Abate de suínos, aves e outros pequenos animais";"1 - Indústria";"4"
"314110";"25918";"25";"259";"Técnico mecânico";"Fabricação de embalagens metálicas";"1 - Indústria";"17"
"314110";"26515";"26";"265";"Técnico mecânico";"Fabricação de aparelhos e equipamentos de medida, teste e controle";"1 - Indústria";"1"
"314110";"27902";"27";"279";"Técnico mecânico";"Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente";"1 - Indústria";"11"
"314110";"33147";"33";"331";"Técnico mecânico";"Manutenção e reparação de máquinas e equipamentos da indústria mecânica";"1 - Indústria";"5"
"314110";"33198";"33";"331";"Técnico mecânico";"Manutenção e reparação de equipamentos e produtos não especificados anteriormente";"1 - Indústria";"1"
"314110";"35115";"35";"351";"Técnico mecânico";"Geração de energia elétrica";"1 - Indústria";"4"
"314110";"35140";"35";"351";"Técnico mecânico";"Distribuição de energia elétrica";"1 - Indústria";"12"
"314110";"36006";"36";"360";"Técnico mecânico";"Captação, tratamento e distribuição de água";"1 - Indústria";"17"
"314110";"41107";"41";"411";"Técnico mecânico";"Incorporação de empreendimentos imobiliários";"4 - Serviços";"1"
"314110";"41204";"41";"412";"Técnico mecânico";"Construção de edifícios";"2 - Construção Civil";"5"
"314110";"42928";"42";"429";"Técnico mecânico";"Montagem de instalações industriais e de estruturas metálicas";"2 - Construção Civil";"1"
"314110";"43215";"43";"432";"Técnico mecânico";"Instalações elétricas";"2 - Construção Civil";"15"
"314110";"43223";"43";"432";"Técnico mecânico";"Instalações hidráulicas, de sistemas de ventilação e refrigeração";"2 - Construção Civil";"3"
